VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,2023-02-01 00:20:56,2023-02-01 00:31:24,1.0,2.25,1.0,N,249,161,1,12.8,1.0,0.5,4.45,0.0,1.0,22.25,2.5,0.0
1,2023-02-01 00:07:35,2023-02-01 00:18:58,1.0,2.8,1.0,N,148,233,1,14.9,3.5,0.5,2.0,0.0,1.0,21.9,2.5,0.0
2,2023-02-01 00:01:09,2023-02-01 00:13:33,1.0,2.42,1.0,N,234,246,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
1,2023-02-01 00:49:36,2023-02-01 01:01:48,1.0,4.0,1.0,N,114,181,1,19.1,3.5,0.5,6.0,0.0,1.0,30.1,2.5,0.0
2,2023-02-01 00:03:05,2023-02-01 00:11:21,1.0,2.02,1.0,Y,158,144,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
2,2023-02-01 00:51:01,2023-02-01 01:00:56,1.0,2.23,1.0,N,236,79,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
2,2023-02-01 00:10:08,2023-02-01 00:29:24,2.0,2.9,1.0,N,142,90,1,19.8,1.0,0.5,2.0,0.0,1.0,26.8,2.5,0.0
2,2023-02-01 00:03:51,2023-02-01 00:04:11,4.0,0.0,5.0,N,22,22,1,55.0,0.0,0.0,5.0,0.0,1.0,61.0,0.0,0.0
2,2023-02-01 00:04:39,2023-02-01 00:29:44,2.0,21.24,1.0,N,132,14,2,77.9,1.0,0.5,0.0,0.0,1.0,81.65,0.0,1.25
2,2023-02-01 00:31:33,2023-02-01 00:43:55,1.0,2.6,1.0,N,249,232,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2023-02-01 00:44:31,2023-02-01 00:49:31,1.0,0.94,1.0,N,237,141,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2023-02-01 00:54:34,2023-02-01 01:10:31,1.0,3.33,1.0,N,140,68,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0
2,2023-02-01 00:40:48,2023-02-01 01:07:54,2.0,10.57,1.0,N,162,241,2,45.0,1.0,0.5,0.0,0.0,1.0,50.0,2.5,0.0
1,2023-02-01 00:21:39,2023-02-01 00:28:02,0.0,1.8,1.0,Y,234,162,1,9.3,3.5,0.5,2.85,0.0,1.0,17.15,2.5,0.0
1,2023-02-01 00:44:56,2023-02-01 00:45:52,0.0,0.1,1.0,N,164,164,1,3.0,3.5,0.5,1.0,0.0,1.0,9.0,2.5,0.0
2,2023-02-01 00:04:16,2023-02-01 00:08:57,1.0,0.63,1.0,N,246,186,1,6.5,1.0,0.5,10.1,0.0,1.0,21.6,2.5,0.0
2,2023-02-01 00:15:02,2023-02-01 00:20:07,1.0,1.15,1.0,N,48,246,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2023-02-01 00:56:54,2023-02-01 01:01:29,3.0,1.14,1.0,N,246,48,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2023-02-01 00:09:03,2023-02-01 00:23:25,1.0,4.58,1.0,N,132,205,1,21.9,1.0,0.5,5.0,0.0,1.0,30.65,0.0,1.25
2,2023-02-01 00:33:03,2023-02-01 00:47:35,1.0,5.23,1.0,N,79,238,1,21.9,1.0,0.5,5.0,0.0,1.0,31.9,2.5,0.0
2,2023-02-01 00:02:38,2023-02-01 00:05:51,1.0,0.94,1.0,N,239,238,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0
1,2023-02-01 00:29:34,2023-02-01 00:47:37,1.0,8.2,1.0,N,144,129,1,33.8,3.5,0.5,7.75,0.0,1.0,46.55,2.5,0.0
2,2023-02-01 00:02:47,2023-02-01 00:15:10,1.0,2.31,1.0,N,142,246,1,14.2,1.0,0.5,1.0,0.0,1.0,20.2,2.5,0.0
2,2023-02-01 00:47:14,2023-02-01 00:57:18,4.0,1.8,1.0,N,237,229,2,12.1,1.0,0.5,0.0,0.0,1.0,17.1,2.5,0.0
2,2023-02-01 00:22:36,2023-02-01 00:27:40,2.0,0.51,1.0,N,230,48,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0
2,2023-02-01 00:02:21,2023-02-01 00:48:15,1.0,18.4,1.0,N,132,159,2,75.8,1.0,0.5,0.0,6.55,1.0,86.1,0.0,1.25
1,2023-02-01 00:06:53,2023-02-01 00:12:57,2.0,1.3,1.0,N,141,263,1,7.9,3.5,0.5,1.55,0.0,1.0,14.45,2.5,0.0
1,2023-02-01 00:34:44,2023-02-01 00:43:38,1.0,2.9,1.0,N,237,79,1,13.5,3.5,0.5,5.5,0.0,1.0,24.0,2.5,0.0
2,2023-02-01 00:42:05,2023-02-01 01:15:27,1.0,7.35,1.0,N,79,177,1,36.6,1.0,0.5,10.4,0.0,1.0,52.0,2.5,0.0
1,2023-02-01 00:10:41,2023-02-01 00:16:29,3.0,1.0,1.0,N,113,107,1,7.2,3.5,0.5,2.0,0.0,1.0,14.2,2.5,0.0
1,2023-02-01 00:22:03,2023-02-01 00:24:36,1.0,0.6,1.0,N,137,162,1,5.1,3.5,0.5,1.0,0.0,1.0,11.1,2.5,0.0
1,2023-02-01 00:49:02,2023-02-01 01:02:32,1.0,5.7,1.0,N,162,209,1,24.0,3.5,0.5,5.0,0.0,1.0,34.0,2.5,0.0
2,2023-02-01 00:45:47,2023-02-01 01:36:48,1.0,25.94,1.0,N,132,251,1,103.8,1.0,0.5,22.82,6.55,1.0,136.92,0.0,1.25
2,2023-02-01 00:30:56,2023-02-01 00:33:29,1.0,0.44,1.0,N,161,48,2,5.1,1.0,0.5,0.0,0.0,1.0,10.1,2.5,0.0
2,2023-02-01 00:06:16,2023-02-01 00:21:23,1.0,3.53,1.0,N,48,145,1,18.4,1.0,0.5,5.85,0.0,1.0,29.25,2.5,0.0
1,2023-02-01 00:37:41,2023-02-01 00:44:46,1.0,1.9,1.0,N,211,186,1,10.7,3.5,0.5,3.1,0.0,1.0,18.8,2.5,0.0
2,2023-02-01 00:19:09,2023-02-01 00:27:47,1.0,1.54,1.0,N,234,79,1,10.7,1.0,0.5,1.0,0.0,1.0,16.7,2.5,0.0
2,2023-02-01 00:45:25,2023-02-01 00:48:03,1.0,0.52,1.0,N,140,229,1,5.1,1.0,0.5,2.52,0.0,1.0,12.62,2.5,0.0
2,2023-02-01 00:22:31,2023-02-01 00:45:22,2.0,5.58,1.0,N,48,226,2,27.5,1.0,0.5,0.0,0.0,1.0,32.5,2.5,0.0
2,2023-02-01 00:37:27,2023-02-01 00:42:38,4.0,1.61,1.0,N,162,100,1,8.6,1.0,0.5,3.4,0.0,1.0,17.0,2.5,0.0
2,2023-02-01 00:46:00,2023-02-01 00:51:33,4.0,0.9,1.0,N,48,161,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2023-02-01 00:55:30,2023-02-01 01:00:39,4.0,1.98,1.0,N,162,236,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
1,2023-02-01 00:12:54,2023-02-01 00:49:18,1.0,5.4,1.0,N,162,260,2,24.7,3.5,0.5,0.0,0.0,1.0,29.7,2.5,0.0
1,2023-02-01 00:16:11,2023-02-01 00:19:00,1.0,0.6,1.0,N,230,164,1,5.1,3.5,0.5,2.55,0.0,1.0,12.65,2.5,0.0
2,2023-02-01 00:37:29,2023-02-01 00:50:10,1.0,4.08,1.0,N,170,238,1,19.1,1.0,0.5,4.82,0.0,1.0,28.92,2.5,0.0
2,2023-02-01 00:59:36,2023-02-01 01:05:09,1.0,0.83,1.0,N,162,230,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2023-01-31 23:57:29,2023-02-01 00:00:06,1.0,0.71,1.0,N,158,68,1,5.8,1.0,0.5,2.7,0.0,1.0,13.5,2.5,0.0
2,2023-02-01 00:10:14,2023-02-01 00:18:14,1.0,2.41,1.0,N,162,114,1,12.1,1.0,0.5,2.0,0.0,1.0,19.1,2.5,0.0
2,2023-02-01 00:32:53,2023-02-01 00:49:40,1.0,12.3,1.0,N,50,254,1,46.4,1.0,0.5,5.0,0.0,1.0,56.4,2.5,0.0
2,2023-02-01 00:55:14,2023-02-01 01:10:24,1.0,3.55,1.0,N,232,186,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0
2,2023-02-01 00:55:07,2023-02-01 01:01:23,1.0,1.06,1.0,N,79,114,1,7.9,1.0,0.5,1.94,0.0,1.0,14.84,2.5,0.0
2,2023-02-01 00:04:16,2023-02-01 00:19:41,1.0,4.91,1.0,N,261,181,1,23.3,1.0,0.5,4.0,0.0,1.0,32.3,2.5,0.0
2,2023-02-01 00:00:34,2023-02-01 00:24:29,1.0,5.93,1.0,N,234,181,1,28.9,1.0,0.5,6.0,0.0,1.0,39.9,2.5,0.0
1,2023-02-01 00:00:12,2023-02-01 00:07:59,2.0,1.8,1.0,N,113,234,2,10.7,3.5,0.5,0.0,0.0,1.0,15.7,2.5,0.0
1,2023-02-01 00:08:58,2023-02-01 00:22:47,2.0,2.8,1.0,N,144,246,1,14.9,3.5,0.5,4.0,0.0,1.0,23.9,2.5,0.0
1,2023-02-01 00:26:27,2023-02-01 00:37:51,1.0,3.4,1.0,N,107,263,1,15.6,3.5,0.5,5.15,0.0,1.0,25.75,2.5,0.0
1,2023-02-01 00:40:16,2023-02-01 00:47:12,1.0,1.7,1.0,N,263,238,1,10.0,3.5,0.5,3.0,0.0,1.0,18.0,2.5,0.0
2,2023-02-01 00:33:37,2023-02-01 00:41:22,1.0,1.3,1.0,N,113,68,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0
1,2023-02-01 00:04:21,2023-02-01 00:20:07,3.0,3.0,1.0,N,79,13,1,16.3,3.5,0.5,4.25,0.0,1.0,25.55,2.5,0.0
1,2023-02-01 00:23:45,2023-02-01 00:37:05,1.0,4.4,1.0,N,13,50,1,19.1,3.5,0.5,5.9,0.0,1.0,30.0,2.5,0.0
2,2023-02-01 00:07:25,2023-02-01 00:28:13,1.0,9.09,1.0,N,144,178,2,37.3,1.0,0.5,0.0,0.0,1.0,42.3,2.5,0.0
2,2023-02-01 00:38:25,2023-02-01 01:06:45,1.0,18.21,2.0,N,132,229,1,70.0,0.0,0.5,15.0,6.55,1.0,96.8,2.5,1.25
2,2023-02-01 00:12:59,2023-02-01 00:56:03,1.0,13.68,1.0,N,164,61,1,58.3,1.0,0.5,0.63,0.0,1.0,63.93,2.5,0.0
2,2023-02-01 00:22:52,2023-02-01 00:26:29,1.0,0.57,1.0,N,211,249,1,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0
1,2023-02-01 00:17:19,2023-02-01 00:21:19,1.0,1.1,1.0,N,48,100,2,7.2,3.5,0.5,0.0,0.0,1.0,12.2,2.5,0.0
1,2023-02-01 00:54:09,2023-02-01 01:13:13,1.0,5.0,1.0,N,48,87,1,23.3,3.5,0.5,0.0,0.0,1.0,28.3,2.5,0.0
1,2023-02-01 00:56:58,2023-02-01 00:59:45,1.0,0.5,1.0,N,211,249,1,5.1,3.5,0.5,2.0,0.0,1.0,12.1,2.5,0.0
1,2023-02-01 00:03:40,2023-02-01 00:19:29,1.0,6.6,1.0,N,132,216,2,28.2,2.25,0.5,0.0,0.0,1.0,31.95,0.0,1.25
1,2023-02-01 00:06:51,2023-02-01 00:17:05,1.0,2.8,1.0,N,170,232,1,15.6,3.5,0.5,0.0,0.0,1.0,20.6,2.5,0.0
2,2023-02-01 00:01:30,2023-02-01 00:09:37,2.0,3.11,1.0,N,107,263,2,14.2,1.0,0.5,0.0,0.0,1.0,19.2,2.5,0.0
2,2023-02-01 00:50:43,2023-02-01 00:53:21,1.0,0.96,1.0,N,236,141,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0
2,2023-02-01 00:15:40,2023-02-01 00:31:34,3.0,4.32,1.0,N,163,260,1,20.5,1.0,0.5,0.0,0.0,1.0,25.5,2.5,0.0
2,2023-02-01 00:23:00,2023-02-01 00:29:08,1.0,1.15,1.0,N,137,170,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2023-02-01 00:13:52,2023-02-01 00:21:12,1.0,1.11,1.0,N,186,161,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0
1,2023-02-01 00:01:06,2023-02-01 00:14:33,1.0,5.2,1.0,N,261,162,2,22.6,3.5,0.5,0.0,0.0,1.0,27.6,2.5,0.0
2,2023-02-01 00:23:00,2023-02-01 00:33:30,1.0,2.06,1.0,N,61,89,1,12.8,1.0,0.5,3.06,0.0,1.0,18.36,0.0,0.0
1,2023-02-01 00:34:09,2023-02-01 00:43:50,1.0,2.5,1.0,N,142,151,1,12.8,3.5,0.5,3.55,0.0,1.0,21.35,2.5,0.0
1,2023-02-01 00:03:59,2023-02-01 00:38:15,1.0,17.1,2.0,N,132,162,1,70.0,3.75,0.5,14.0,6.55,1.0,95.8,2.5,1.25
1,2023-02-01 00:50:48,2023-02-01 01:00:23,1.0,2.2,1.0,N,263,74,1,12.8,3.5,0.5,5.0,0.0,1.0,22.8,2.5,0.0
2,2023-02-01 00:03:51,2023-02-01 00:14:39,1.0,1.83,1.0,N,140,162,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2023-02-01 00:26:16,2023-02-01 00:30:49,1.0,0.8,1.0,N,114,113,1,6.5,1.0,0.5,2.0,0.0,1.0,13.5,2.5,0.0
1,2023-02-01 00:40:34,2023-02-01 01:20:47,1.0,18.1,1.0,N,132,36,1,69.5,2.25,0.5,14.65,0.0,1.0,87.9,0.0,1.25
2,2023-02-01 00:13:45,2023-02-01 00:36:25,1.0,10.17,1.0,N,249,7,1,42.2,1.0,0.5,7.0,0.0,1.0,54.2,2.5,0.0
2,2023-02-01 00:10:48,2023-02-01 00:23:22,1.0,4.35,1.0,N,114,112,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0
2,2023-02-01 00:38:04,2023-02-01 00:53:41,1.0,7.6,1.0,N,211,129,2,31.7,1.0,0.5,0.0,0.0,1.0,36.7,2.5,0.0
2,2023-02-01 00:19:20,2023-02-01 00:32:12,1.0,2.52,1.0,N,158,170,1,14.9,1.0,0.5,2.0,0.0,1.0,21.9,2.5,0.0
2,2023-02-01 00:28:41,2023-02-01 00:31:37,1.0,0.54,1.0,Y,114,114,1,5.1,1.0,0.5,1.0,0.0,1.0,11.1,2.5,0.0
2,2023-02-01 00:50:39,2023-02-01 01:05:57,1.0,7.42,1.0,N,70,98,1,31.0,1.0,0.5,5.0,0.0,1.0,38.5,0.0,0.0
2,2023-02-01 00:17:09,2023-02-01 00:22:52,1.0,0.81,1.0,N,107,234,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2023-02-01 00:35:56,2023-02-01 00:45:59,1.0,4.0,1.0,N,79,140,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0
2,2023-02-01 00:28:05,2023-02-01 00:37:57,1.0,5.93,1.0,N,263,79,1,24.0,1.0,0.5,5.8,0.0,1.0,34.8,2.5,0.0
2,2023-02-01 00:25:55,2023-02-01 00:37:15,1.0,2.6,1.0,N,162,143,1,14.2,1.0,0.5,4.8,0.0,1.0,24.0,2.5,0.0
1,2023-02-01 00:21:34,2023-02-01 00:55:41,1.0,18.3,2.0,N,132,48,1,70.0,3.75,0.5,16.35,6.55,1.0,98.15,2.5,1.25
2,2023-02-01 00:06:54,2023-02-01 00:14:25,1.0,2.09,1.0,N,148,137,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2023-02-01 00:02:45,2023-02-01 00:16:06,1.0,6.14,1.0,N,132,28,1,26.1,1.0,0.5,5.97,0.0,1.0,35.82,0.0,1.25
2,2023-02-01 00:31:53,2023-02-01 00:55:01,1.0,10.12,1.0,N,138,233,2,44.3,6.0,0.5,0.0,6.55,1.0,62.1,2.5,1.25
2,2023-02-01 00:08:26,2023-02-01 00:19:48,1.0,2.3,1.0,N,166,42,2,14.2,1.0,0.5,0.0,0.0,1.0,16.7,0.0,0.0
2,2023-02-01 00:24:12,2023-02-01 00:28:03,2.0,0.77,1.0,N,113,79,2,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2023-02-01 00:24:32,2023-02-01 00:38:30,3.0,4.81,1.0,N,164,151,1,20.5,1.0,0.5,5.1,0.0,1.0,30.6,2.5,0.0
2,2023-02-01 00:09:12,2023-02-01 00:25:02,1.0,3.22,1.0,N,211,233,1,18.4,1.0,0.5,5.85,0.0,1.0,29.25,2.5,0.0
2,2023-02-01 00:36:25,2023-02-01 00:43:29,1.0,1.24,1.0,N,230,229,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
1,2023-02-01 00:16:02,2023-02-01 00:22:02,1.0,0.9,1.0,N,114,148,1,7.9,3.5,0.5,2.55,0.0,1.0,15.45,2.5,0.0
2,2023-02-01 00:27:39,2023-02-01 00:34:56,1.0,1.32,1.0,N,229,48,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0
2,2023-02-01 00:43:05,2023-02-01 01:06:23,5.0,12.34,1.0,N,132,70,2,49.2,1.0,0.5,0.0,0.0,1.0,52.95,0.0,1.25
2,2023-02-01 00:20:12,2023-02-01 00:53:01,1.0,18.13,2.0,N,132,262,1,70.0,0.0,0.5,16.11,6.55,1.0,97.91,2.5,1.25
2,2023-02-01 00:20:28,2023-02-01 00:53:41,1.0,12.0,1.0,N,132,17,1,49.2,1.0,0.5,10.59,0.0,1.0,63.54,0.0,1.25
1,2023-02-01 00:58:50,2023-02-01 01:06:24,2.0,2.2,1.0,N,79,88,2,11.4,3.5,0.5,0.0,0.0,1.0,16.4,2.5,0.0
2,2023-02-01 00:50:46,2023-02-01 00:54:08,3.0,0.7,1.0,N,170,230,1,5.8,1.0,0.5,1.0,0.0,1.0,11.8,2.5,0.0
2,2023-02-01 00:20:33,2023-02-01 00:28:05,3.0,1.39,1.0,N,170,237,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2023-02-01 00:08:52,2023-02-01 00:24:17,1.0,3.08,1.0,N,239,170,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0
2,2023-02-01 00:02:38,2023-02-01 00:08:39,1.0,1.08,1.0,N,249,211,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2023-02-01 00:18:04,2023-02-01 00:34:44,1.0,5.02,1.0,N,79,7,1,22.6,1.0,0.5,5.52,0.0,1.0,33.12,2.5,0.0
2,2023-02-01 00:37:05,2023-02-01 00:49:06,1.0,2.62,1.0,N,237,75,2,15.6,1.0,0.5,0.0,0.0,1.0,20.6,2.5,0.0
2,2023-02-01 00:59:29,2023-02-01 01:04:47,1.0,1.58,1.0,N,74,75,1,8.6,1.0,0.5,2.22,0.0,1.0,13.32,0.0,0.0
2,2023-02-01 00:44:04,2023-02-01 00:48:08,1.0,0.97,1.0,N,48,68,1,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2023-02-01 00:53:30,2023-02-01 00:54:38,1.0,0.45,1.0,N,246,246,1,4.4,1.0,0.5,1.88,0.0,1.0,11.28,2.5,0.0
2,2023-02-01 00:01:43,2023-02-01 00:16:30,2.0,4.91,1.0,N,90,238,1,22.6,1.0,0.5,4.97,0.0,1.0,32.57,2.5,0.0
2,2023-02-01 00:43:51,2023-02-01 01:06:25,1.0,5.93,1.0,N,164,52,1,28.2,1.0,0.5,6.64,0.0,1.0,39.84,2.5,0.0
2,2023-02-01 00:22:37,2023-02-01 00:41:08,1.0,3.03,1.0,N,158,4,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0
2,2023-02-01 00:25:07,2023-02-01 00:25:25,1.0,0.0,5.0,N,79,79,1,82.0,0.0,0.0,17.1,0.0,1.0,102.6,2.5,0.0
2,2023-02-01 00:12:36,2023-02-01 00:31:18,1.0,10.48,1.0,N,138,231,1,41.5,6.0,0.5,10.3,0.0,1.0,63.05,2.5,1.25
1,2023-02-01 00:10:02,2023-02-01 00:20:24,1.0,3.7,1.0,N,79,140,1,16.3,3.5,0.5,6.35,0.0,1.0,27.65,2.5,0.0
1,2023-02-01 00:33:32,2023-02-01 00:52:21,2.0,4.2,1.0,N,234,141,1,20.5,3.5,0.5,5.1,0.0,1.0,30.6,2.5,0.0
1,2023-02-01 00:06:12,2023-02-01 00:10:24,1.0,1.3,1.0,N,107,170,1,7.2,3.5,0.5,2.4,0.0,1.0,14.6,2.5,0.0
1,2023-02-01 00:43:15,2023-02-01 00:58:32,1.0,4.0,1.0,N,113,255,1,19.1,3.5,0.5,4.8,0.0,1.0,28.9,2.5,0.0
